site_name,culture,geometry,,elevation,slope,aspect,fluctuation,curvature,permanent,intermitte,lake,NDVI,veg_type,soil_type,soil_erosi,grassland,cultivated,temperature,precipitation
99.11379651,None,c(-926980.572361847, 4217289.1029244),4166,9.317119598,242.79599,101,1.260288715,20,10,20,0.616761923,Steppes,193,31,60.60730743,26.50788498,-57.45000076,3752.399902
91.92311373,None,c(-1618634.60189641, 3845686.04448382),4737,1.957267165,28.61046028,18,0.991445899,5,1,20,0.183238089,Meadows,201,31,58.8542099,28.66625214,-30,3259.899902
93.01824623,None,c(-1455883.82933821, 4208623.42254592),2730,0.110497825,45,14,0.242082089,20,20,20,0.049714286,No vegetation,100,25,32.26583099,40.52297974,43.54999924,326.7000122
96.67614336,None,c(-1166874.58133089, 3994671.88862474),2706,1.344019175,324.4623108,8,0.047093324,20,5,20,0.058095239,Needleleaf Forests,160,21,69.68029785,59.82142258,67,982.7999878
97.96758551,None,c(-1086923.68223033, 3712947.29703164),4683,3.589454174,180,18,0.438911051,5,20,20,0.648000002,Alpine Vegetation,193,31,61.21465302,43.82099152,-54.5,4813.299805
93.40478364,None,c(-1474008.01508092, 3901102.22915036),4516,0.22099483,135,3,0.023177285,5,2,10,0.208190471,Needleleaf Forests,203,32,50.54673767,22.54083633,-39.45000076,2694.149902
95.33169289,None,c(-1343221.1778955, 3611986.91939813),4883,29.41563416,164.28302,206,2.698647738,10,5,20,0.375619054,Scrubs,213,32,52.79449463,27.27199936,-18.39999962,5824.299805
97.33305261,None,c(-1111631.56183871, 3971863.86183921),2772,0.110497825,225,4,0.024709314,20,5,20,0.247047618,Steppes,158,21,69.22370148,71.06004333,65.30000305,1504.75
99.73227722,None,c(-939523.004671274, 3585517.12358982),4392,12.21958351,253.1625214,113,1.228829145,1,20,20,0.590285718,Scrubs,193,31,62.76258087,30.78773308,-17.64999962,6577.350098
95.33128309,None,c(-1270151.2669462, 4103181.37169685),3252,3.278040648,180,23,0.501859426,20,5,10,0.069714285,Alpine Vegetation,84,26,46.09555435,60.20109558,30.20000076,883.9500122
99.02159332,None,c(-983044.83934202, 3783778.24009457),4996,25.96293259,91.12330627,176,6.212403297,5,5,20,0.158095241,Steppes,213,31,58.7228508,26.13199997,-63.40000153,4504.899902
92.14820033,None,c(-1524771.08591219, 4248786.40394776),2728,0.468792707,270,4,0.216885775,20,20,10,0.048190478,Broadleaf Forests,235,23,53.1965332,50.81047058,45.34999847,345.7000122
98.15087075,None,c(-1015194.46505435, 4171774.53030765),4181,3.23134923,37.14668655,27,0.394006699,20,2,20,0.315047622,Meadows,193,33,50.02811432,33.72859192,-53.65000153,3879.600098
99.2443413,None,c(-972648.783582826, 3694618.83758926),4308,1.13749671,344.0545959,42,0.420160621,1,10,20,0.683047593,Steppes,193,31,65.9072876,40.70529938,-21.45000076,5188.549805
92.78484843,None,c(-1512587.73382269, 4001538.56375813),4878,27.71516418,241.6388092,154,4.288286686,20,5,10,0.118285716,No vegetation,202,26,43.9128418,17.01737022,-58.54999924,1594.449951
98.34661974,None,c(-1029880.41125698, 3903749.40202052),4175,16.1915741,130.0467377,155,3.881082773,20,5,20,0.216571435,Meadows,201,32,50.84322739,29.3885746,-17.20000076,2886.600098
92.02293211,None,c(-1525557.96226574, 4304260.18302348),3613,14.80039883,187.7118988,111,4.971563816,20,1,20,0.062666669,No vegetation,211,24,40.15942764,39.95852661,-13.19999981,450.25
98.97261427,None,c(-975146.120137949, 3894334.6975183),4197,0.988225818,251.5650482,12,0.28821221,20,1,10,0.200000003,Steppes,194,31,59.4434433,40.07520294,-29.54999924,3299.149902
95.88191029,None,c(-1191878.33535738, 4312347.52329869),3981,14.26741791,38.46786499,114,1.87308836,10,10,20,0.240190476,Steppes,205,11,58.24216843,29.98500061,-35.65000153,2366.800049
96.94557001,None,c(-1094348.92298223, 4362672.84742088),2304,1.581688166,237.0947571,14,0.35253644,20,1,1,0.136571422,Steppes,83,13,56.84917068,44.42453384,42,1344.5
95.3326155,None,c(-1276813.35778289, 4057726.64952141),2684,0.22099483,225,3,0.10331177,20,20,1,0.060952384,No vegetation,235,21,68.14878845,59.78155518,66.94999695,638.9500122
95.49046201,None,c(-1275456.25394523, 3972271.8421272),3155,11.37851906,5.053825855,94,0.358139545,20,1,20,0.079238094,Meadows,207,33,42.4367981,43.01443863,45.59999847,777.1500244
92.4938973,None,c(-1556972.41399232, 3898944.21729403),4910,11.55609798,199.8851624,79,1.576472163,10,5,10,0.297523826,No vegetation,119,32,50.12468719,29.36057281,-54.25,3065.149902
94.98295718,None,c(-1371254.55425601, 3640900.33314252),4756,22.86777496,214.4608154,192,3.020754099,20,2,20,0.581333339,No vegetation,193,31,59.39067078,26.9281826,-27.14999962,5473.450195
92.90240607,None,c(-1534922.43024022, 3812626.07453444),4664,7.809080124,199.1556091,62,3.267124414,20,2,20,0.212571427,Meadows,202,31,53.90697861,28.82210732,-42.95000076,3686.25
98.82103161,None,c(-955996.523242829, 4183227.09478963),4471,37.28874588,292.2015381,299,1.374899864,20,5,20,0.429142863,Needleleaf Forests,194,31,55.38000107,23.46252441,-75.84999847,4398.049805
96.17171024,None,c(-1180783.06392292, 4214752.58739394),3907,4.636029243,250.3461761,62,1.638471365,2,5,20,0.129523814,Meadows,127,32,55.28940582,43.9961319,-14.55000019,2261.25
95.64444266,None,c(-1290793.058065, 3772754.28525679),4708,12.40365791,226.507431,139,3.743857384,10,5,20,0.620761931,Meadows,213,31,59.88489151,29.34387589,-48.29999924,3830.800049
96.27135657,None,c(-1223480.40006225, 3846095.11040394),4482,0.349420905,116.5650482,8,0.121115491,20,5,20,0.249904767,Meadows,149,31,58.06422806,35.64377594,-39.79999924,2397.449951
99.22515375,None,c(-986375.877786793, 3584844.14069259),4606,7.104810715,143.0047302,62,0.39309907,5,20,20,0.643999994,Alpine Vegetation,151,31,62.43873596,29.66862297,-25.25,6529.399902
96.94663825,None,c(-1107588.01260588, 4261969.02307128),3834,18.21080208,357.3866577,130,0.614845216,20,5,20,0.274095237,Meadows,201,11,57.59701538,59.62245941,-26.5,2560.149902
96.21601203,None,c(-1205000.44379477, 4014084.26139682),2691,0.110497825,315,2,0.042694367,20,1,10,0.075999998,Meadows,160,21,62.22394562,59.92394638,67.55000305,794.75
92.2455727,None,c(-1536643.16301204, 4136244.38923862),3071,0.911112726,59.03624344,7,0.0626892,20,20,20,0.055809524,Deserts,85,25,38.48052597,52.63491058,33.90000153,521.9000244
97.73087932,None,c(-1035968.28739369, 4297258.22270778),3995,30.72293091,233.2089844,221,4.369880199,20,5,20,0.153523803,Meadows,201,12,46.71099854,26.54999924,-62.25,2486.899902
99.26432327,None,c(-967790.111626764, 3722800.35434169),4433,5.989822388,351.0273743,61,2.855914116,2,10,20,0.635428548,Broadleaf Forests,193,31,62.41998291,34.1857605,-33.65000153,5000.5
93.40068308,None,c(-1457365.99711408, 4002111.71287984),4574,16.49007416,166.4118652,124,3.843588114,20,5,20,0.18571429,Needleleaf Forests,202,32,44.492939,16.30064011,-43.84999847,1271.099976
94.37059766,None,c(-1353493.59080019, 4110820.82904972),2732,0.862951398,264.8055725,5,0.12080688,20,20,20,0.059238095,Needleleaf Forests,100,25,32.61832428,51.18648529,54.20000076,488.6000061
93.87334169,None,c(-1417978.77222568, 3984688.84840877),4059,19.41799927,303.321228,226,3.188256979,20,5,20,0.170095235,Steppes,207,33,35.30016327,27.82056427,-26.79999924,1209.300049
95.84470971,None,c(-1278197.54903298, 3733404.35577478),4363,1.235213399,288.4349365,12,0.383165747,1,10,20,0.648380935,Scrubs,198,31,62.09726715,42.79816818,-21.45000076,4273.450195
93.40570556,None,c(-1393989.74592925, 4375066.45398419),1884,2.08395195,347.0053711,14,0.122015975,20,5,20,0.053142857,No vegetation,89,26,51.00857925,37.86585617,67.55000305,414.8500061
92.7010621,None,c(-1527873.17189726, 3957529.84867732),4586,9.782728195,8.642802238,89,0.301870257,20,10,1,0.198857144,No vegetation,203,32,50.56925201,15.42211914,-38.29999924,2098.649902
99.24384621,None,c(-971612.459275037, 3704818.15106528),4270,6.847430229,344.8590088,60,0.872903705,2,1,20,0.65257144,Grasslands,101,31,69.74329376,40.54672623,-20.39999962,5053.75
97.26819378,None,c(-1072946.86603501, 4316752.85044721),3710,8.140275955,48.86545944,124,3.593270063,20,2,10,0.309714288,Deserts,201,12,52.70579529,41.01962662,-38.09999847,2161.649902
93.44069634,None,c(-1453237.13502259, 4005417.33142704),4062,20.89393234,324.8905945,226,3.808562279,20,2,20,0.108952381,Meadows,202,32,45.94537354,33.67064285,-15.39999962,1088.400024
99.2460432,None,c(-949813.871447177, 3903418.65476727),4256,3.484704018,214.0459442,40,0.471722752,5,5,20,0.31123808,Meadows,201,31,50.8041153,29.42505646,-32.84999847,3447.449951
96.87631118,None,c(-1110503.86481364, 4285526.83112528),4539,25.41247368,333.9497986,204,4.282508373,10,5,20,0.062476192,Scrubs,201,12,47.66538239,16.88044548,-54.59999847,2612.100098
96.94602402,None,c(-1092886.76334008, 4373610.37672439),2169,8.095619202,265.6012878,62,2.893691778,20,1,20,0.113714285,Deserts,67,11,57.47701645,46.11040115,50.34999847,1223.849976
97.41469563,None,c(-1070121.95791443, 4241034.01004685),3956,25.64067268,130.1598816,157,5.02054739,20,1,20,0.18457143,Alpine Vegetation,194,31,43.69526672,29.42499924,-37.45000076,2894
96.88519389,None,c(-1183585.21668258, 3729869.04343449),4669,7.623754501,81.2094574,56,0.728985727,10,10,20,0.412761897,Meadows,193,31,62.64657593,31.11731911,-55.75,4532
96.72409042,None,c(-1149629.17484775, 4091607.88694533),3170,1.746585011,259.6951599,18,0.471271366,20,2,20,0.16704762,Meadows,72,22,54.74246216,52.10057831,39.5,1748.900024
97.69354424,None,c(-1080323.15114141, 3966955.92086171),2894,2.378831148,66.80140686,19,0.822783887,20,20,20,0.107047617,Scrubs,100,25,31.93116188,52.83343506,57.75,1871.400024
96.67601548,None,c(-1206777.51481408, 3699603.84286199),4723,13.35989952,132.2072906,111,1.147259355,5,10,20,0.605142832,Meadows,193,31,62.20424652,29.55798721,-51.09999847,5014.850098
98.64898163,None,c(-967235.157227708, 4214764.56425975),3962,15.93632984,287.2234497,190,2.379817724,20,5,20,0.636190474,Meadows,119,31,58.97416306,33.15067673,-51.34999847,3706.100098
99.01670676,None,c(-979034.944702952, 3824227.97988146),4180,0.80438447,299.0545959,24,0.873409629,20,2,10,0.26057142,Broadleaf Forests,201,32,61.93619537,49.5519371,-23.95000076,3751.199951
92.02285726,None,c(-1628486.53648335, 3742315.45532184),4730,1.048158765,333.4349365,7,0.160970822,10,2,10,0.431809515,No vegetation,201,32,53.3039093,34.9046669,-37.75,4003.350098
96.29292244,None,c(-1148623.78554622, 4370910.73919884),2312,2.421965837,1.847610235,23,0.22003527,20,2,20,0.08685714,Steppes,83,26,55.48823547,40.8910675,48.70000076,1340.300049
96.67549509,None,c(-1201755.3225918, 3737177.84492507),4745,13.26608944,21.37062263,80,0.848644793,2,10,20,0.496190459,Meadows,152,31,61.11907959,29.46892738,-50.75,4375.049805
97.1039298,None,c(-1152372.71915633, 3816025.45800468),4330,0.552472711,225,6,0.146333709,1,20,5,0.335809529,Meadows,201,32,62.46681213,38.37734985,-32,2917.5
91.67240794,None,c(-1590801.41217426, 4117989.81818529),4201,7.01328516,35.98067856,75,1.983393073,20,5,20,0.122857146,No vegetation,213,24,35.27834702,26.40781021,-22.64999962,932.9000244
93.87303078,None,c(-1449290.89573061, 3793920.21642889),4508,15.77595425,83.90413666,91,3.146366358,10,10,5,0.403238088,Meadows,194,31,57.27997208,23.03958893,-42.40000153,3755.850098
95.44725916,None,c(-1335447.92175697, 3592299.62697194),4362,33.86185837,279.7111816,251,4.499377728,1,20,20,0.721904755,Deserts,193,31,66.5211792,35.47341919,26.89999962,5561.850098
94.61934899,None,c(-1369256.32828085, 3869869.58322881),4540,1.482155085,341.5650635,10,0.326140076,20,1,20,0.199619055,Meadows,202,31,52.37901306,22.25611877,-37.04999924,2413.300049
95.61552075,None,c(-1251285.68850965, 4061747.14635452),2754,2.08395195,192.9946136,18,0.288635015,20,5,10,0.060761906,Deserts,164,26,39.78401566,49.50422287,61.90000153,744.5499878
93.30738376,None,c(-1427447.45424341, 4227651.6124238),2791,1.110351801,219.2894135,7,0.151118442,20,20,20,0.048,Steppes,100,25,31.95422363,42.41308975,39.34999847,348.7999878
95.8188925,None,c(-1272022.9739, 3792929.15578324),4509,0.552472711,135,9,0.119500346,1,2,20,0.429142863,Meadows,149,31,39.03540421,39.46951294,-36.84999847,3333.949951
95.81806512,None,c(-1237932.67450148, 4030444.72910304),2683,0.563413084,326.3099365,3,0.070425868,20,10,1,0.038285714,Deserts,235,23,69.42617798,63.04790497,68.25,705.7999878
96.01844749,None,c(-1283498.31072175, 3584074.17042775),4848,26.35493279,200.6298828,254,8.454163551,5,5,20,0.295047611,Steppes,193,31,55.2519989,28.6609726,-12.60000038,6096.75
96.93981501,None,c(-1092306.36238587, 4382118.92485),1787,1.975864053,18.43494797,14,0.043699771,10,2,10,0.078857139,Deserts,83,26,57.44763565,47.19380569,66.69999695,1098.050049
97.23737538,None,c(-1089616.34946503, 4208302.58123875),4410,6.594159126,72.84757996,49,0.560681701,20,5,20,0.182285711,Deserts,201,32,49.9972229,19.87015915,-52.84999847,3149.800049
92.14809938,None,c(-1613616.90268539, 3760438.00680601),4639,0.796760798,168.6900635,8,0.040695164,10,1,10,0.25999999,Meadows,201,31,56.9297142,24.23835373,-32.29999924,3829.75
89.56522176,None,c(-1812219.14027735, 3957438.05813395),4898,0.944009602,155.5560455,10,0.021823509,20,1,10,0.101523809,Steppes,203,32,47.51066971,20.27262878,-24.89999962,2249.550049
95.96958964,None,c(-1261743.55679965, 3768957.89341724),4593,2.870543003,45,41,0.490972638,10,5,20,0.550857127,Alpine Vegetation,194,31,61.28331757,32.28108597,-44.34999847,3833.399902
92.48204359,None,c(-1527896.7601454, 4068295.59285292),4073,26.66996384,79.36123657,146,4.630559444,20,2,20,0.10952381,No vegetation,201,31,58.16739655,29.72499847,-18.70000076,914.3499756
99.45357828,None,c(-968540.499951248, 3554915.92268764),4239,0.950452209,170.537674,34,1.560364962,1,20,20,0.661523819,Meadows,193,31,64.59985352,37.0954361,-2.599999905,6520.850098
92.68179408,None,c(-1558557.09255864, 3793453.03776764),4520,1.018633604,122.4711914,10,0.408182681,10,1,5,0.210095242,Needleleaf Forests,202,31,52.97384644,26.00226212,-32.15000153,3667.75
98.44346114,None,c(-1034248.54115946, 3793015.56284403),4343,8.217991829,169.1144714,50,0.579342306,10,20,20,0.390476197,Meadows,201,31,55.55389404,26.75625992,-26.70000076,3683.449951
98.74651355,None,c(-999963.338822565, 3853902.9183695),4429,20.07016945,173.1402435,137,2.667452097,5,2,20,0.416761905,Meadows,194,33,45.36717987,22.45989227,-42.79999924,3520.449951
95.17229079,None,c(-1354971.64095296, 3632832.37392612),4619,22.88642502,25.24053001,210,1.567735434,20,1,20,0.654285729,No vegetation,193,31,68.18347168,32.12197113,1.25,5305.950195
99.07417391,None,c(-965587.263376017, 3899398.83440664),4878,24.16847229,321.9112244,186,6.331082821,20,1,20,0.237714291,Broadleaf Forests,213,32,48.14861298,26.54858398,-76.94999695,3762.149902
98.34982786,None,c(-1049595.11502869, 3734602.41676954),4593,7.73242712,236.4695282,65,2.658358097,5,20,20,0.570285738,Meadows,193,31,60.40952301,24.41008949,-42,4484.799805
96.94507242,None,c(-1097949.55920642, 4336156.71958572),2318,3.985275507,319.7636414,81,5.311019421,1,5,2,0.170095235,Steppes,67,12,54.43212509,38.30907822,43.59999847,1537.349976
92.14925456,None,c(-1621993.65198316, 3713808.64728077),4964,5.752983093,309.5076904,53,0.460904121,5,5,10,0.442857146,Meadows,194,32,47.53063202,23.90488434,-55.70000076,4373.5
98.16016996,None,c(-1045849.59070047, 3909763.12313262),3964,12.16445827,281.3099365,164,1.925623059,10,20,20,0.584761918,Meadows,201,32,41.86521149,26.15932655,-7,2703.5
98.95191775,None,c(-936905.396656744, 4253506.69001317),3612,18.85452843,226.6180878,199,4.429374695,20,5,20,0.400571436,Meadows,195,11,58.60894775,36.74105835,-24.5,2743.5
94.98165193,None,c(-1349227.51513384, 3786534.81900071),4447,14.27961254,321.9634705,151,0.952398956,5,5,20,0.670095205,Meadows,193,31,57.78121948,28.04622078,-30.95000076,3504.550049
96.68458855,None,c(-1171877.5282547, 3952615.43969121),3019,1.502590179,351.0273743,11,0.109813072,20,5,20,0.054095238,Scrubs,83,22,55.7105751,52.14403534,48.45000076,1056.699951
95.17408885,None,c(-1299756.40234299, 3998692.7429818),2759,0.707496226,6.340191841,5,0.052867979,20,2,20,0.317714304,Scrubs,158,21,69.16342163,72.54856873,67.44999695,631.5999756
94.50410556,None,c(-1415472.46351167, 3642594.6258669),4564,13.93952179,0.629598618,129,2.134341717,1,5,20,0.572571397,Needleleaf Forests,193,31,67.34855652,36.06494904,-32.15000153,5362.200195
95.59755665,None,c(-1231132.49549074, 4210659.03259976),4480,33.74792099,20.80241776,255,0.724051416,20,5,20,0.168952376,Meadows,202,33,38.70046234,13.36068726,-32.95000076,1993.400024
92.65916492,None,c(-1553084.97069178, 3836285.25532561),4846,2.87900877,130.6012878,32,0.698306441,20,5,20,0.366857141,Deserts,194,31,54.5460434,23.26373291,-49.79999924,3582.600098
98.97140884,None,c(-996296.390710597, 3706253.76555143),4174,0.563413084,146.3099365,5,0.15963833,2,1,20,0.650666654,Meadows,201,11,68.99188995,53.67386627,-16.70000076,4878.950195
97.87109946,None,c(-1046075.10310875, 4117917.79210548),4455,3.327725649,309.2893982,43,0.742790818,20,5,20,0.170476198,Meadows,203,32,51.73761749,29.29316711,-51.70000076,3644.75
92.70242529,None,c(-1475872.17668406, 4252450.41003411),2729,1.631042123,253.3007507,10,0.292815715,20,20,5,0.065714285,Meadows,100,22,32.36394119,52.96734619,40.90000153,314.2000122
92.40562917,None,c(-1602429.50247415, 3690240.08308685),4878,5.11353302,187.8831329,39,0.766198397,1,20,20,0.388380945,No vegetation,151,32,55.10847473,28.67182541,-62.5,4632.100098
94.85968208,None,c(-1348906.45118124, 3861037.17385257),4564,5.003653526,307.405365,48,0.843845308,20,5,20,0.235428572,Broadleaf Forests,202,31,53.23648834,22.2246666,-39.65000153,2458.800049
92.26025326,None,c(-1517977.89246662, 4232645.39174632),2717,0.911112726,59.03624344,7,0.125863969,20,20,2,0.055809524,Steppes,100,25,32.20349121,35.97499847,46.45000076,343.6000061
94.72039274,None,c(-1328358.54110335, 4074729.68357709),2683,0.22099483,315,3,0.072347708,20,10,1,0.068380952,Meadows,235,25,40.86913681,52.39307404,63.04999924,526.4000244
96.07917737,None,c(-1240046.60764574, 3852017.01756116),4678,9.639974594,212.541748,76,1.163745284,20,5,20,0.264952391,Scrubs,119,31,55.09225464,18.23567581,-51.84999847,2396.949951
95.27135346,None,c(-1291698.39909639, 3994750.09846807),2776,0.398399651,348.6900635,4,0.162264869,20,1,20,0.255809516,Meadows,158,21,64.77536774,60.04369354,66.30000305,645.7999878
98.95058653,None,c(-949809.901640123, 4139132.10227535),4259,5.132397175,300.068573,43,1.319561601,20,5,20,0.392190486,Meadows,196,31,61.0608139,46.79870224,-72.69999695,4710.350098
101.1709304,None,c(-786545.795821496, 3817365.98841405),3727,24.40389824,35.45759964,128,1.766283751,1,20,20,0.743428588,Meadows,198,11,63.02124786,48.62698364,-16.45000076,4839.850098
92.68252822,None,c(-1567862.98116176, 3740346.8529146),4605,4.22312355,4.236394882,28,1.414621115,10,10,5,0.314095229,Meadows,201,31,57.39157486,27.23051834,-48.04999924,4148.350098
98.96328324,None,c(-998261.19682711, 3695327.10521327),4200,1.686191201,256.6075134,21,0.974797606,10,1,10,0.58019048,Meadows,193,32,64.85618591,40.08104706,-15.30000019,5001.799805
94.64923065,None,c(-1401482.43857947, 3645977.18723604),4530,3.880381346,149.8264771,49,1.843559861,10,5,20,0.68095237,Broadleaf Forests,149,31,63.05098724,39.00038147,-28.60000038,5334.350098
94.67457009,None,c(-1308367.02490652, 4229206.82949461),3408,0.988225818,108.4349518,11,0.201254889,20,5,20,0.086476192,Meadows,100,25,32.73986053,54.85984039,14.30000019,1085.300049
96.56480841,None,c(-1243084.06016968, 3508128.60752009),4838,13.94194698,35.61085129,189,3.089940071,10,1,20,0.334857136,Needleleaf Forests,193,31,61.83480453,26.39699936,-12.44999981,6552.399902
98.97118638,None,c(-1004825.72912809, 3630034.14029529),4429,14.95884418,275.565094,106,2.613704205,1,20,20,0.626857162,Steppes,193,32,59.05738831,29.18635941,-22.89999962,5939.350098
92.65973273,None,c(-1543080.89784985, 3892725.80243446),4683,5.211792469,211.5513916,39,1.65799582,1,5,5,0.232380956,Steppes,201,32,52.20672989,22.20962906,-42.34999847,3050.149902
95.6061582,None,c(-1301426.92193686, 3724239.32143841),4612,23.23433113,172.3331909,182,2.523194075,5,10,20,0.610666633,Deserts,193,33,60.2148056,25.77765083,-33.29999924,4495.600098
